Id,Device,File name,Cast time (UTC),Cast time (local),Sample type,Cast data,Location source,Default latitude,Default altitude,Start latitude,Start longitude,Start altitude,Start GPS horizontal error(Meter),Start GPS vertical error(Meter),Start GPS number of satellites,End latitude,End longitude,End altitude,End GPS horizontal error(Meter),End GPS vertical error(Meter),End GPS number of satellites,Cast duration (Seconds),Samples per second,Electronics calibration date,Conductivity calibration date,Temperature calibration date,Pressure calibration date
CC1604004_20161012_105024,CC1604004,CC1604004_20161012_105024,2016-10-12 10:50:24,2016-10-12 10:50:24,Cast,Raw,GPS,45,0,44.7161038,-66.7288977,-5.9600000381469727,4.320000171661377,9.2200002670288086,5,NA,NA,NA,NA,NA,NA,87,5,0001-01-01,2016-02-18,2016-02-16,2016-01-21
